map_size,sigma,learning_rate,init_method,qe,n_cluster
4x4,0.9,0.5,random_init,0.4092739521447731,16
4x4,0.9,0.6,random_init,0.4261313913737748,16
4x4,0.9,0.7,random_init,0.41254155262146047,16
4x4,0.9,0.8,random_init,0.41045400909362256,16
4x4,0.9,0.9,random_init,0.4255843135720037,16
5x5,0.1,0.1,random_init,0.3505634740479165,23
5x5,0.1,0.2,random_init,0.3307003577969392,23
5x5,0.1,0.3,random_init,0.32087348751263917,24
5x5,0.1,0.4,random_init,0.3195818494990417,24
5x5,0.1,0.5,random_init,0.2816397664688278,25
5x5,0.1,0.6,random_init,0.3032948744552919,25
5x5,0.1,0.7,random_init,0.29958557918713197,25
5x5,0.1,0.8,random_init,0.335006024101545,25
5x5,0.1,0.9,random_init,0.3053255629181405,25
5x5,0.2,0.1,random_init,0.34586088736916343,24
5x5,0.2,0.2,random_init,0.3194946128254862,24
5x5,0.2,0.3,random_init,0.34683650260687304,24
5x5,0.2,0.4,random_init,0.32418991667046665,24
5x5,0.2,0.5,random_init,0.3139499862024546,25
5x5,0.2,0.6,random_init,0.30385879030425267,25
5x5,0.2,0.7,random_init,0.31661882554294074,25
5x5,0.2,0.8,random_init,0.30299500232946147,25
5x5,0.2,0.9,random_init,0.33742065595067894,25
5x5,0.3,0.1,random_init,0.34620699468993926,24
5x5,0.3,0.2,random_init,0.3216069896104721,24
5x5,0.3,0.3,random_init,0.33273059549277184,24
5x5,0.3,0.4,random_init,0.32654034694059136,24
5x5,0.3,0.5,random_init,0.31382605716575074,25
5x5,0.3,0.6,random_init,0.3162358845636425,25
5x5,0.3,0.7,random_init,0.3117311473344838,25
5x5,0.3,0.8,random_init,0.3417064046521265,25
5x5,0.3,0.9,random_init,0.30807340196474164,25
5x5,0.4,0.1,random_init,0.3435631432070884,23
5x5,0.4,0.2,random_init,0.32101394662578825,24
5x5,0.4,0.3,random_init,0.3258181349791465,24
5x5,0.4,0.4,random_init,0.3178716459713609,24
5x5,0.4,0.5,random_init,0.3107235010012195,25
5x5,0.4,0.6,random_init,0.3140748374390152,25
5x5,0.4,0.7,random_init,0.3085372452667129,25
5x5,0.4,0.8,random_init,0.35451262873659856,25
5x5,0.4,0.9,random_init,0.31318028745274823,25
5x5,0.5,0.1,random_init,0.3307026838720612,24
5x5,0.5,0.2,random_init,0.31410560861383163,25
5x5,0.5,0.3,random_init,0.34426795420030243,25
5x5,0.5,0.4,random_init,0.3242717172324919,25
5x5,0.5,0.5,random_init,0.31026290944994495,25
5x5,0.5,0.6,random_init,0.37292764533749456,25
5x5,0.5,0.7,random_init,0.37929583021430274,25
5x5,0.5,0.8,random_init,0.3191030755430102,25
5x5,0.5,0.9,random_init,0.30452370448590016,25
5x5,0.6,0.1,random_init,0.34551272700115265,25
5x5,0.6,0.2,random_init,0.37099414085133847,25
5x5,0.6,0.3,random_init,0.36269812067182317,24
5x5,0.6,0.4,random_init,0.35360747565943856,25
5x5,0.6,0.5,random_init,0.33365212421184165,25
5x5,0.6,0.6,random_init,0.3779825919152515,25
5x5,0.6,0.7,random_init,0.350729659407857,25
5x5,0.6,0.8,random_init,0.2984289026058567,25
5x5,0.6,0.9,random_init,0.3110384806576548,25
5x5,0.7,0.1,random_init,0.36683467940755105,24
5x5,0.7,0.2,random_init,0.3268742319614869,25
5x5,0.7,0.3,random_init,0.3087296891594715,25
5x5,0.7,0.4,random_init,0.3665294302085085,25
5x5,0.7,0.5,random_init,0.32926808886157194,25
5x5,0.7,0.6,random_init,0.3367423976010939,25
5x5,0.7,0.7,random_init,0.3507538688691235,25
5x5,0.7,0.8,random_init,0.35097462446260924,25
5x5,0.7,0.9,random_init,0.42139638148819,25
5x5,0.8,0.1,random_init,0.3954324631794418,25
5x5,0.8,0.2,random_init,0.3511796777286906,25
5x5,0.8,0.3,random_init,0.35680759616119584,25
5x5,0.8,0.4,random_init,0.34171670139387267,25
5x5,0.8,0.5,random_init,0.33317555065190446,25
5x5,0.8,0.6,random_init,0.35350259947591156,25
5x5,0.8,0.7,random_init,0.340602826678225,25
5x5,0.8,0.8,random_init,0.3862579519578015,25
5x5,0.8,0.9,random_init,0.3292419175326733,25
5x5,0.9,0.1,random_init,0.3938052380303016,25
5x5,0.9,0.2,random_init,0.38648404079979326,25
5x5,0.9,0.3,random_init,0.3692571293961991,25
5x5,0.9,0.4,random_init,0.3606693176884768,25
5x5,0.9,0.5,random_init,0.317576041459739,24
5x5,0.9,0.6,random_init,0.2829411771360444,25
5x5,0.9,0.7,random_init,0.35328767767126174,25
5x5,0.9,0.8,random_init,0.3465093173833596,25
5x5,0.9,0.9,random_init,0.39434721816443896,25
